LCSC,MPN,References,Qty_per_board,Stock,Gap_10_boards,USD_unit_10_boards,Checked_at,Source
C262946,STM32F302CCT6,U9,1,4,6,4.0856,2026-09-18T09:25:27.965943+00:00,https://www.lcsc.com/product-detail/C262946.html
